17 Marzo,2/10|Panna Liquida|Alcune Gocce|Liquore Allo Zabaglione|2/10|Vanil Zucca|3/10|Illycaffè Espresso|3/10|China Martini
Minestra Di Patate Grattugiate,3|Patate|2|Uova|1/2 Bicchiere|Latte|1 Pizzico|Noce Moscata||Brodo||Sale
"Minestra Di Patate, Melanzane E Peperoni",4|Patate|3|Melanzane|2|Peperoni Gialli|1|Peperone Rosso|3 Spicchi|Aglio|10 Cl|Olio D'oliva Extra-vergine|1 Pizzico|Origano||Sale
Minestra Di Pesce,400 G|Filetti Di Merluzzo|100 Cl|Brodo Di Pesce|1 Fetta|Pancetta|2|Patate|1|Cipolla||Prezzemolo||Burro||Pane||Sale||Pepe
Minestra Di Piselli,500 G|Piselli|25 G|Burro|25 G|Farina|75 Cl|Brodo|Alcuni|Crostini||Prezzemolo Tritato
Minestra Di Piselli (2),300 G|Piselli|1|Dado|1|Cipolla|1 Cucchiaio|Prezzemolo Tritato|2|Uova|4 Cucchiai|Formaggio Parmigiano Grattugiato|4 Cucchiai|Pangrattato|1 Noce|Burro|2 Cucchiai|Olio D'oliva|1 Presa|Sale
Minestra Di Piselli (3),200 G|Piselli Surgelati|1|Cipolla|1|Carota|1 Spicchio|Aglio|1 Bicchiere|Latte|4 Fette|Pancarré||Burro|1 Pizzico|Zucchero||Sale||Pepe
Minestra Di Piselli (4),200 G|Piselli|1/2|Cipolla Bianca|2|Wurstel|1|Dado|100 G|Riso|2 Cucchiai|Olio D'oliva|1 Noce|Burro||Sale
Minestra Di Polenta,250 G|Farina Gialla|100 Cl|Latte|80 G|Burro|1/2 Bicchiere|Panna|1|Cipolla||Formaggio Grattugiato||Sale||Pepe
Minestra Di Pollo,80 G|Riso|100 G|Carne Di Pollo|3|Carote|1|Rapa|2|Porri|1|Sedano|2|Pomodori||Prezzemolo Tritato||Sale||Pepe
Minestra Di Pollo E Mais,100 G|Polpa Di Pollo|50 Cl|Acqua|Pochissima|Cipolla Tritata||Sale|2 Cucchiaini|Maizena|150 G|Mais Scolato
Minestra Di Pomodori,|Porro||Carote||Cipolle||Burro||Farina|1 Cucchiaio|Estratto Di Pomodoro||Brodo Di Carne||Prezzemolo Tritato||Erba Cipollina||Pomodori Tagliati
Minestra Di Pomodori Fredda,200 G|Pomodori|50 G|Cipolle|30 G|Olio D'oliva|20 G|Farina|1 Cucchiaio|Concentrato Di Pomodoro|1/2|Pomodoro Verde|1 Spicchio|Aglio|75 Cl|Brodo Di Manzo|2|Chiodi Di Garofano|1 Pezzettino|Cannella Intera|1 Foglia|Alloro|1 Cucchiaio|Succo Di Limone|1 Presa|Zucchero||Sale|40 Cl|Succo Di Pomodoro|100 G|Pomodori Senza Semi E Pelle A Cubetti
Minestra Di Porri E Patate,500 G|Patate Tagliate In 4 E Affettate Sottili|500 G|Porri Senza Il Verde Duro E Affettati|200 Cl|Acqua Bollente||Sale|30 G|Burro
Minestra Di Porri E Patate (2),600 G|Porri|3|Patate|1|Cipolla|1 Ciuffo|Prezzemolo Fresco|30 G|Formaggio Grattugiato||Olio D'oliva||Sale
Minestra Di Porri E Pollo,200 G|Petto Di Pollo Tagliato A Dadini|200 G|Pasta Tipo Quadrucci Freschi Integrali|2|Porri|2|Carote|3 Cucchiai|Olio D'oliva Extra-vergine|100 Cl|Brodo Di Gallina Sgrassato||Sale|20 G|Formaggio Grana Grattugiato||Pepe Bianco
Minestra Di Razza Alla Romana,1|Razza Da 1000 G|500 G|Broccoletti|200 G|Pasta Tipo Fettuccine|4 Spicchi|Aglio|1|Cipolla|1|Carota||Sedano||Prezzemolo|1|Acciuga|3 Cucchiai|Olio D'oliva||Salsa Di Pomodoro||Sale||Pepe
Minestra Di Ricotta,300 G|Ricotta Salata|400 G|Pomodori Rossi Piccoli|200 G|Pasta Tipo Ditalini||Prezzemolo Tritato|5 Cucchiai|Olio D'oliva||Sale
Minestra Di Riso,150 G|Riso Integrale|500 G|Pomodori Perini|3 Coste|Sedano|125 Cl|Brodo|1/2|Cipolla|1 Spicchio|Aglio|4 Cucchiai|Olio D'oliva||Sale|1 Ciuffo|Prezzemolo
Minestra Di Riso (2),200 Cl|Brodo Di Manzo|400 G|Riso|4|Tuorli D'uovo||Succo Di Limone||Formaggio Parmigiano Grattugiato
Minestra Di Riso Alla Friulana,200 Cl|Brodo Di Manzo|400 G|Riso|4|Tuorli D'uovo||Succo Di Limone||Formaggio Parmigiano Grattugiato
Minestra Di Riso Alla Ticinese,300 G|Riso|100 Cl|Brodo Di Manzo|20 G|Pancetta Di Maiale|50 G|Cotenne Di Maiale (o Grasso Di Prosciutto)|200 G|Fagioli Freschi|300 G|Verza|1|Patata|1|Cipolla|3 Gambi|Sedano|2|Carote|2|Pomodori|1 Ciuffo|Prezzemolo|1 Cucchiaio|Olio D'oliva|1 Bicchiere|Vino||Sale
Minestra Di Riso Aromatica,500 G|Pomodori Pelati|1|Cipolla|2 Spicchi|Aglio||Prezzemolo Tritato|150 Cl|Brodo|1|Mazzetto Aromatico|200 G|Riso|5 Cucchiai|Olio D'oliva||Sale||Pepe
Minestra Di Riso Con Lenticchie,160 G|Lenticchie|1 Rametto|Rosmarino|1 Cucchiaio|Olio D'oliva Extra-vergine|2 Spicchi|Aglio|2|Filetti D'acciughe|120 G|Riso Integrale||Sale
Minestra Di Riso E Bieta,300 G|Bieta|200 G|Riso|1 Spicchio|Aglio|1 Mazzetto|Basilico|200 Cl|Acqua|30 G|Formaggio Parmigiano Grattugiato|3 Cucchiai|Olio D'oliva||Sale Grosso
Minestra Di Riso E Carciofi,200 G|Riso|4|Carciofi|1/2|Cipolla|3|Tuorli D'uovo|40 G|Burro|2 Cucchiai|Panna|40 G|Formaggio Parmigiano Grattugiato||Sale||Brodo Di Dado||Limone
Minestra Di Riso E Castagne,150 G|Castagne|200 G|Riso||Prezzemolo|1/2 Bicchiere|Olio D'oliva|1|Cipolla|1 Pizzico|Sale
Minestra Di Riso E Latte,200 G|Riso|20 G|Burro|100 Cl|Latte|1/2 Cucchiaino|Sale
Minestra Di Riso E Lattuga,250 G|Riso|400 G|Insalata Lattuga|1|Dado|10 Cl|Olio D'oliva|2 Spicchi|Aglio||Formaggio Parmigiano Grattugiato||Sale
Minestra Di Riso E Lenticchie,200 G|Lenticchie Tenute A Bagno 12 Ore|200 G|Riso|60 G|Pancetta Affumicata|1 Spicchio|Aglio|1|Cipolla|1 Cucchiaio|Concentrato Di Pomodoro|150 Cl|Brodo|50 G|Formaggio Pecorino|3 Cucchiai|Olio D'oliva Extra-vergine||Sale||Pepe
Minestra Di Riso E Lenticchie (2),100 G|Lenticchie (preferibilmente Di Castelluccio Di Norcia)|120 G|Riso|3|Pomodori Pelati|100 Cl|Brodo Vegetale|3 Cucchiai|Olio D'oliva Extra-vergine|2 Spicchi|Aglio|1 Ciuffo|Prezzemolo|1 Foglia|Alloro||Sale||Pepe
Minestra Di Riso E Pomodori,200 G|Riso Parboiled Integrale|500 G|Pomodori Perini|3 Coste|Sedano||Prezzemolo Tritato|1/2|Cipolla|1 Spicchio|Aglio|125 Cl|Brodo||Olio D'oliva Extra-vergine||Sale
Minestra Di Riso E Porri,250 G|Riso|75 G|Burro|7|Porri|250 Cl|Brodo|Abbondante|Formaggio Parmigiano Grattugiato||Sale
Minestra Di Riso E Porri (2),250 G|Riso|75 G|Burro|6|Porri|250 Cl|Brodo Di Carne|Molto|Formaggio Parmigiano Grattugiato||Sale
Minestra Di Riso E Prezzemolo,200 G|Riso|10 G|Burro|40 G|Formaggio Grana Grattugiato|1|Dado|1 Ciuffo|Prezzemolo|1|Cipolla
Minestra Di Riso E San Pietro,250 G|Pesce San Pietro|150 G|Riso|1|Pomodoro|1|Carota|1 Costa|Sedano|1 Foglia|Alloro|1 Pizzico|Timo|2 Cucchiai|Olio D'oliva Extra-vergine||Sale|Alcuni Grani|Pepe Nero
Minestra Di Riso E Spinaci,500 G|Spinaci|150 Cl|Brodo|100 G|Riso||Burro|1 Cucchiaio|Formaggio Parmigiano
Minestra Di Riso Napoletana,200 G|Riso Semifino|100 G|Lardo Di Maiale|100 G|Formaggio Caciocavallo Secco|1|Cipolla|1|Verza|1 Spicchio|Aglio||Sale||Formaggio Pecorino Grattugiato||Formaggio Parmigiano Grattugiato
Minestra Di Riso Patate E Porri,200 G|Riso Semifino|2|Porri Grandi|400 G|Patate|2 Cucchiai|Olio D'oliva Extra-vergine|120 Cl|Brodo|2 Cucchiai|Formaggio Grana||Prezzemolo Tritato||Sale||Pepe
Minestra Di Riso Patate E Porri (2),200 G|Riso Semifino|2|Porri Grandi|400 G|Patate|2 Cucchiai|Olio D'oliva Extra-vergine|120 Cl|Brodo|2 Cucchiai|Formaggio Parmigiano Grattugiato||Prezzemolo Tritato||Sale||Pepe
"Minestra Di Riso, Piselli E Lattuga",200 G|Riso|200 G|Pisellini Sgusciati|500 G|Insalata Lattuga|300 Cl|Brodo|50 G|Burro|1 Cucchiaino|Prezzemolo Tritato||Formaggio Parmigiano Grattugiato||Sale
Minestra Di Scalogni E Formaggio,4|Scalogni Affettati||Burro|1 Cucchiaio|Farina|1 1/2 Tazza|Brodo Di Carne Bollente||Sale||Pepe|2 Cucchiai|Panna Liquida|4 Fette|Pane||Formaggio Parmigiano Grattugiato
Minestra Di Sedano E Piselli,300 G|Sedano Di Verona|1|Carota|300 G|Piselli|100 G|Pasta Tipo Ditalini|1|Dado Per Brodo|1 Ciuffo|Prezzemolo|1 Filo|Olio D'oliva Extra-vergine|50 G|Formaggio Pecorino
Minestra Di Spinaci,450 G|Spinaci Surgelati|6 Fette|Pancarré|50 Cl|Latte|3 Cucchiai|Olio D'oliva||Formaggio Grana Grattugiato||Sale||Pepe
Minestra Di Spinaci (2),200 G|Spinaci|3|Patate|1|Cipolla|2|Dadi Da Brodo|150 G|Pasta Tipo Pasta Piccola||Formaggio Grana Grattugiato||Burro||Sale
Minestra Di Spinaci Ai Pinoli,500 G|Spinaci Surgelati|40 G|Burro|2 Cucchiai|Panna Liquida|2 Cucchiai|Farina|1|Cipolla|2 Spicchi|Aglio|150 Cl|Brodo|1 Pugno|Pinoli
Minestra Di Spinaci E Ceci,300 G|Spinaci Freschi|150 G|Ceci In Scatola|100 G|Cipolla|100 G|Pasta Tipo Tagliolini|80 G|Carota|50 G|Sedano|2 Spicchi|Aglio||Salvia|110 Cl|Brodo Di Carne||Olio D'oliva||Sale||Pepe Nero
Minestra Di Tagliolini Alla Zucca,1|Cipolla|1 Spicchio|Aglio|50 G|Pancetta Affumicata|40 G|Strutto|4|Patate Medie|400 G|Zucca Gialla||Sale||Pepe|400 G|Pasta Tipo Tagliolini Freschi|100 G|Formaggio Parmigiano
Minestra Di Trenette Con Verdure E Scampi,320 G|Pasta Tipo Trenette|300 G|Broccoletti|100 G|Code Di Scampi Sgusciate|100 Cl|Brodo Vegetale|2|Carote|1|Porro|5 Cucchiai|Olio D'oliva||Sale||Pepe
Minestra Di Trippa,200 G|Trippa Lessata|200 G|Salsiccia A Nastro||Olio D'oliva|1|Dado|3|Zucchine|1|Cipolla|1 Spicchio|Aglio|4 Cucchiai|Riso||Formaggio Grana Grattugiato||Sale||Pepe
Minestra Di Trippa E Zucchine,1|Cipolla|1/2 Bicchiere|Olio D'oliva|1 Spicchio|Aglio|200 G|Salsiccia|200 G|Trippa Cotta A Listarelle|Pochi|Funghi Secchi|6|Zucchine||Sale||Pepe|150 G|Riso||Formaggio Parmigiano
Minestra Di Trippe,800 G|Trippa Cruda Mista|600 G|Pomodori Maturi|1|Cipolla||Olio D'oliva Extra-vergine||Vino Bianco||Brodo||Aglio||Prezzemolo||Alloro||Rosmarino||Sale||Pepe||Spezie
Minestra Di Trippe Alla Genovese,1000 G|Trippe|Alcune Foglie|Alloro|2|Cipolle||Vino Bianco Secco|500 G|Pomodori||Aglio||Rosmarino||Prezzemolo|330 G|Pasta Tipo Ditalini||Formaggio Parmigiano Grattugiato||Olio D'oliva Extra-vergine||Sale||Pepe
Minestra Di Verdure Svedese,2|Carote|2|Cipolle|2|Patate|1|Cavolfiore Piccolo|100 Cl|Acqua|50 G|Burro|25 G|Farina Di Segale|25 G|Farina D'avena||Sale||Pepe
Minestra Di Vermicelli,4 Tazze|Brodo|200 G|Pasta Tipo Vermicelli|1 Mazzetto|Maggiorana|200 G|Carni Miste Tritate Assieme|1|Uovo||Sale||Pepe||Noce Moscata
Minestra Di Yogurth,|Yogurth||Olio D'oliva||Aglio Tritato||Cetrioli A Cubetti||Aneto Tritato
Minestra Di Yogurth (2),|Barbabietole Rosse||Cetrioli|Poco|Aceto Di Vino|Molta|Panna Acida
Minestra Di Yogurth (3),|Cetrioli Tritati||Yogurth||Menta Tritata||Basilico Tritato||Aglio Tritato||Coriandolo Tritato
Minestra Di Yogurth Greca,|Cetrioli Tritati||Yogurth||Menta Tritata||Basilico Tritato||Aglio Tritato||Coriandolo Tritato
Minestra Di Yogurth Russa,|Barbabietole Rosse||Cetrioli|Poco|Aceto Di Vino|Molta|Panna Acida
Minestra Di Yogurth Turca,|Yogurth||Olio D'oliva||Aglio Tritato||Cetrioli A Cubetti||Aneto Tritato
Minestra Di Zucca,50 Cl|Latte|250 G|Zucca Gialla|100 G|Fagioli Borlotti|Alcune Foglie|Menta||Maggiorana|150 G|Riso||Burro||Formaggio Parmigiano Grattugiato||Sale||Pepe
Minestra Di Zucca (2),1|Cipolla Tritata|5 Cucchiai|Olio D'oliva|500 G|Zucca||Sale||Pepe||Brodo||Noce Moscata|1 Bicchiere|Latte||Crostini Di Pane||Formaggio Grana Grattugiato
Minestra Di Zucca (3),500 G|Zucca Pulita Tagliata A Dadini||Brodo Vegetale|1|Cipolla|1 Bicchiere|Latte||Noce Moscata||Sale||Pepe|5 Cucchiai|Olio D'oliva||Formaggio Grana Grattugiato||Crostini Di Pane
Minestra Di Zucca (4),500 G|Acqua|1 Fetta|Zucca Gialla (polpa)|250 G|Brodo|2 Cucchiai|Pasta Tipo Pastina|1 Cucchiaino|Olio D'oliva|1|Omogeneizzato Di Carne
Minestra Di Zucca (5),500 G|Acqua|1 Fetta|Zucca Gialla (polpa)|250 G|Brodo|2 Cucchiai|Pasta Tipo Pastina|1 Cucchiaino|Olio D'oliva|1|Formaggino Ipolipidico
Minestra Di Zucca (6),500 G|Zucca Pulita|40 G|Pasta Tipo Capelli D'angelo|100 Cl|Latte||Formaggio Parmigiano Grattugiato|1 Noce|Burro|1 Cucchiaio|Prezzemolo Tritato|1 Spolverata|Pepe||Sale
Minestra Di Zucca E Cime Di Rapa,100 G|Pasta Tipo Ditali|500 G|Cime Di Rapa Pulite|250 G|Zucca|3|Scalogni||Olio D'oliva Extra-vergine Aromatizzato Al Peperoncino||Sale
Minestra Di Zucca E Fagiolini,200 G|Fagiolini|200 G|Zucca A Dadini|150 G|Pasta Tipo Quadrucci All'uovo|1 Spicchio|Aglio|2|Cipollotti|1|Acciuga Sotto Sale||Olio D'oliva||Farina
Minestra Di Zucca E Porri,500 G|Zucca|250 G|Patate|1|Cipolla|60 G|Burro|100 G|Fagiolini (o Fave)|50 Cl|Latte||Sale||Pepe Di Caienna|60 G|Porri Tagliati A Striscioline|50 Cl|Brodo Di Pollo|1 Bicchiere|Panna Densa|100 G|Riso Lessato|2 Cucchiai|Prezzemolo Tritato
Minestra Di Zucca E Uovo,350 G|Brodo Vegetale|30 G|Pasta Tipo Pastina|100 G|Zucca Senza Scorza
Minestra Di Zucca E Vermicelli,1000 G|Zucca|2|Patate|1|Cipolla|2|Porri Affettati|2|Scalogni Affettati||Basilico Tritato|120 G|Pasta Tipo Vermicelli||Olio D'oliva|2|Dadi||Formaggio Parmigiano Grattugiato||Sale||Pepe
Minestra Di Zucchine,600 G|Zucchine|1|Cipolla Tritata|2 Cucchiai|Olio D'oliva||Sale||Timo|75 Cl|Brodo Di Carne||Pepe|2 Cucchiai|Formaggio Parmigiano Grattugiato
Minestra Di Zucchine (2),500 G|Zucchine|50 G|Burro|2|Uova|100 Cl|Brodo||Prezzemolo||Basilico||Aglio||Olio D'oliva||Sale|3 Cucchiai|Formaggio Grana Grattugiato
Minestra Di Zucchine (3),300 G|Zucchine|125 Cl|Brodo|160 G|Pasta Tipo Pastina|2|Pomodori|3 Cucchiai|Olio D'oliva||Aglio||Basilico||Tabasco|Abbondante|Formaggio Grana Grattugiato|1|Cipolla
Minestra Di Zucchine (4),300 G|Zucchine|160 G|Pasta Tipo Pastina|2|Pomodori Pelati|1|Cipolla|1 Spicchio|Aglio|3 Cucchiai|Olio D'oliva||Basilico||Formaggio Grana Grattugiato|125 Cl|Brodo
Minestra Di Zucchine (5),|Aglio||Basilico||Prezzemolo||Menta|4 Cucchiai|Olio D'oliva|700 G|Zucchine|6|Pomodori Perini||Sale||Pepe|100 Cl|Brodo|Alcuni|Crostini Di Pane
Minestra Di Zucchine E Uova,300 G|Zucchine|3|Uova|80 G|Cipolla|80 G|Olio D'oliva Extra-vergine||Basilico||Timo|2 Foglie|Alloro|75 Cl|Brodo Di Carne Leggero||Sale||Pepe
Minestra Dietetica D'orzo E Fagioli,200 G|Fagioli Secchi|1 Spicchio|Aglio|1|Cipolla|200 G|Pomodoro|Alcune Foglie|Rosmarino|200 G|Orzo Perlato||Olio D'oliva
Minestra Dolce Di Granturco,100 Cl|Brodo Di Pollo|1 Scatola|Granturco In Chicchi|2 Cucchiai|Maizena Stemperata In Poca Acqua Fredda|2|Uova Sbattute|1 Cucchiaino|Sale|1 Pizzico|Pepe
Minestra Facile,1|Cavolo Verza|120 G|Formaggio Caciocavallo|1|Cipolla|1 Spicchio|Aglio|3 Foglie|Salvia|200 G|Pasta Tipo Ditalini Rigati||Peperoncino||Olio D'oliva
Minestra Fredda Di Pomodoro,600 G|Pomodori Rossi Maturi|1|Cetriolo Piccolo|80 G|Prosciutto Cotto (fette Da 80 G)|100 G|Panna Liquida||Sale
Minestra Fredda Di Pomodoro (2),600 G|Pomodori Rossi Maturi|1|Cetriolo Piccolo|80 G|Prosciutto Cotto (fette Da 80 G)|100 G|Panna Liquida||Sale|2 Fettine|Cipolla Tritata|2|Uova Sode Tritate
Minestra Fredda Di Pomodoro E Cipolla,600 G|Pomodori Rossi Maturi|1|Cetriolo Piccolo|80 G|Prosciutto Cotto (fette Da 80 G)|100 G|Panna Liquida||Sale|2 Fettine|Cipolla Tritata|2|Uova Sode Tritate
Minestra Fredda Di Verdure,500 G|Verdure Miste Fresche A Dadini||Olio D'oliva||Burro|1|Cipolla Tritata|3 Spicchi|Aglio Tritato|250 G|Passata Di Pomodoro|1|Peperone Verde|2|Dadi||Acqua|160 G|Pasta Tipo Ditalini
Minestra Fresca Di Riso,150 G|Riso Integrale|500 G|Pomodori Perini|3 Coste|Sedano|125 Cl|Brodo|1/2|Cipolla|1 Spicchio|Aglio|4 Cucchiai|Olio D'oliva||Sale||Prezzemolo
Minestra Gialla,4|Tuorli D'uovo|4 Cucchiai|Formaggio Parmigiano|4 Cucchiai|Pan Pesto|5 Tazze|Brodo
Minestra Gialla (2),500 G|Zucca Gialla||Burro||Olio D'oliva||Noce Moscata||Prezzemolo Tritato||Pancarré A Pezzettoni|1 Confezione|Minestrone Findus|1 Mestolo|Brodo||Panna|1 Pizzico|Pepe
Minestra Invernale,100 G|Funghi Porcini||Sale||Pepe|3 Cucchiai|Farina|125 G|Panna
Minestra Invernale Di Bianchetti,300 G|Bianchetti|150 G|Pasta Tipo Capellini Spezzati|1|Cavolfiore Di 400 G|3 Cucchiai|Olio D'oliva Extra-vergine Poco Fruttato||Maggiorana Fresca||Aglio||Sale
Minestra Invernale Di Orzo E Rape,2|Rape|150 Cl|Brodo Vegetale|280 G|Orzo Perlato|1 Cucchiaio|Grappa||Formaggio Grana Grattugiato||Prezzemolo||Sale Marino Integrale
Minestra Julienne,120 G|Pasta Tipo Stelline|1|Patata|1/2|Sedano Rapa|2|Carote|1|Zucchina|1 Spicchio|Aglio|1|Cipolla|30 G|Burro||Olio D'oliva||Formaggio Grana Grattugiato|100 Cl|Brodo||Sale||Pepe
Minestra Marina,2|Teste Di Merluzzo|180 G|Riso|1/2|Cipolla|1/2 Bicchiere|Vino Bianco Secco|1 Ciuffo|Prezzemolo|1/2 Spicchio|Aglio|3 Cucchiai|Olio D'oliva||Sale
Minestra Maritata,1/2|Gallina|150 G|Prosciutto Crudo|500 G|Polpa Di Manzo|150 G|Salsiccia Secca Piccante|Alcune|Cotenne Di Prosciutto||Carota||Sedano||Cipolla||Prezzemolo|1|Verza Piccola|300 G|Insalata Scarola|300 G|Borraggine|200 G|Insalata Cicoria|300 G|Broccoli Di Natale||Sale
Minestra Olandese,|Porro||Sedano|Alcune|Carote||Patate||Cipolle|1 Cucchiaio|Strutto||Brodo
Minestra Pasqualina Della Za'giaquinta,Abbondante|Olio D'oliva|1|Cipolla Tritata Finemente|1000 G|Pomodori|1000 G|Piselli (o Pisellini Surgelati)|8 Cuori|Carciofi|4|Uova Sode
Minestra Riso E Cipolle,4 Pugni|Riso|2|Cipolle|1|Chiodo Di Garofano||Burro||Sale||Pepe||Formaggio Grana Grattugiato||Farina
Minestra Romana,1|Porro|2 Spicchi|Aglio|1|Cipolla Piccola|30 G|Burro|2 Cucchiai|Olio D'oliva|30 G|Midollo Di Bue Sbriciolato|150 G|Insalata Lattuga Romana|3|Pomodori Pelati|150 Cl|Brodo|160 G|Pastina
Minestra Russa Di Carne E Verdure,100 Cl|Brodo Di Carne|300 G|Carne Di Vitello|100 G|Spalla Di Vitello|150 G|Prosciutto Cotto Tagliato A Dadini|1|Cipolla Affettata|Poco|Burro|1|Cetriolo Affettato|2|Pomodori|12|Olive Nere Snocciolate E Tritate|1|Limone Affettato Sottile
Minestra Russa Fredda Di Carne E Verdura,2|Uova Tritate|1/2 Bicchiere|Panna|1 Cucchiaio|Succo Di Limone|1/2 Cucchiaino|Sale|1/2 Cucchiaino|Zucchero|1 Cucchiaino|Senape|3 Bicchieri|Birra Leggera|1|Cipollina Novella Tritata|1|Cetriolo A Dadini|100 G|Prosciutto Cotto|70 G|Lingua Salmistrata||Sale||Prezzemolo Tritato
Minestra Rustica,130 G|Riso|300 G|Spinaci|100 G|Salsiccia|3|Porri|2|Patate|1|Cipolla|150 Cl|Brodo|1 Filo|Olio D'oliva||Sale|2 Cucchiai|Formaggio Pecorino Grattugiato|1 Macinata|Pepe
Minestra Sarda,1|Cipolla|50 G|Pancetta||Olio D'oliva||Burro|2|Rape|500 G|Verdure Per Minestrone||Brodo||Sale||Pepe||Prezzemolo||Basilico||Aglio||Formaggio Pecorino Grattugiato
Minestra Scozzese,|Carote||Porro||Sedano|25 Cl|Orzo||Farina||Brodo Di Carne|1|Tuorlo D'uovo (facoltativo)|1 Tazza|Panna Fresca (facoltativa)|Poca|Noce Moscata (facoltativa)
Minestra Spezzina,200 G|Fagioli Bianchi|200 G|Ceci|200 G|Farro|2 Bicchieri|Olio D'oliva Extra-vergine|Abbondante|Pepe Nero||Sale
Minestra Tricolore,100 G|Lingua Salmistrata|2|Uova|80 G|Piselli|100 Cl|Brodo||Formaggio Grattugiato|1 Pizzico|Sale
Minestra Triestina,4|Uova|150 Cl|Brodo Di Carne|70 G|Burro|100 G|Formaggio Parmigiano Grattugiato|4 Cucchiai|Pangrattato|1 Grattata|Noce Moscata||Sale||Pepe
Minestra Triestina (2),4|Uova|70 G|Burro|70 G|Formaggio Parmigiano Grattugiato|4 Cucchiai|Pangrattato||Noce Moscata|150 Cl|Brodo Di Carne||Sale||Pepe
Minestra Veloce,100 Cl|Brodo Di Carne|3|Uova|4 Cucchiai|Pangrattato|6 Cucchiai|Formaggio Parmigiano Grattugiato|1 Grattatina|Noce Moscata|1 Cucchiaio|Prezzemolo Tritato|1 Presa|Sale
Minestra Verde,120 G|Pasta Tipo Pastina|200 G|Zucchine|150 G|Insalata Rucola|1 Spicchio|Aglio|1|Cipolla Piccola||Prezzemolo||Burro||Olio D'oliva|125 Cl|Brodo||Formaggio Grana Grattugiato
Minestra Verde (2),120 G|Pasta Tipo Pastina|200 G|Zucchine|150 G|Insalata Rucola|1 Spicchio|Aglio|1|Cipolla Piccola||Prezzemolo||Burro||Olio D'oliva|125 Cl|Brodo||Formaggio Grana Grattugiato.
Minestra Verde (3),400 G|Bietole|40 G|Formaggio Grattugiato|3|Uova|150 Cl|Brodo|1 Pizzico|Sale
Minestra Verde (4),250 G|Fagiolini Verdi|100 G|Patate|100 G|Pomodori||Basilico|2 Cucchiai|Olio D'oliva|50 G|Formaggio Parmigiano Grattugiato|100 G|Pasta Tipo Vermicelli
Minestra Verde (5),300 G|Spinaci|300 G|Biete|1/4|Verza|200 G|Cavolo Nero|2|Patate|1|Cipolla|3 Cucchiai|Olio D'oliva||Formaggio Pecorino Grattugiato|1 Presa|Sale||Pepe
Minestrina Ai Fiocchetti Di Burro,40 G|Burro|4|Uova|4 Cucchiai|Farina||Brodo||Sale||Pepe
Minestrina Alla Pescatora,2 Cucchiai|Pasta Tipo Pastina Fine|1 Tazza|Brodo Vegetale|1/2|Filetto Di Sogliola|Alcune Gocce|Succo Di Limone|1 Cucchiaino|Prezzemolo Tritato|Poco|Sale
Minestrina Casalinga,200 G|Farina|2|Uova|1|Cipolla||Formaggio Pecorino Grattugiato|100 Cl|Brodo||Noce Moscata|3 Cucchiai|Olio D'oliva||Sale||Pepe
Minestrina Con Fegato,1/2 Fettina|Fegato Di Vitello|1 Tazza|Brodo Vegetale|1 Cucchiaio|Riso|1 Cucchiaino|Prezzemolo Tritato|1 Cucchiaino|Olio D'oliva Extra-vergine|1 Pizzico|Sale
Minestrina Con Uovo E Tapioca,1 Tazza|Brodo Vegetale|1 Cucchiaio|Tuorlo D'uovo|1 Cucchiaio|Latte|1 Pizzico|Sale
Minestrina D'orzo,130 G|Orzo|150 Cl|Brodo|2|Uova|1/2 Bicchiere|Latte|2 Cucchiaini|Prezzemolo Fresco||Formaggio Parmigiano Grattugiato||Sale||Pepe
Minestrina Delicata,100 G|Pasta Tipo Pastina|100 G|Polpa Di Manzo|1|Carota|1/2|Cipolla|50 G|Biete|1|Dado||Formaggio Parmigiano Grattugiato||Prezzemolo||Burro|1 Cucchiaio|Polpa Di Pomodoro||Sale
Minestrina Di Anellini E Formaggino,2 Cucchiai|Pasta Tipo Anellini|250 G|Brodo Di Verdura|1|Formaggino In Vasetto Di Vetro|1 Cucchiaino|Olio D'oliva Extra-vergine
Minestrina Di Anellini E Ricotta,2 Cucchiai|Pasta Tipo Anellini|250 G|Brodo Di Verdura|30 G|Ricotta Fresca|1 Cucchiaino|Olio D'oliva Extra-vergine
Minestrina Di Carne,200 G|Brodo Sgrassato|1 Cucchiaio|Pastina|1|Omogeneizzato Di Carne|1 Cucchiaino|Olio D'oliva Extra-vergine|1 Cucchiaino|Formaggio Parmigiano Grattugiato
Minestrina Di Miglio,4 Cucchiai|Miglio|100 Cl|Brodo||Carota||Sedano||Cipolla|25 G|Burro|50 G|Formaggio Grana Grattugiato||Sale|3 Cucchiai|Olio D'oliva
Minestrina Di Pomodoro E Basilico,50 Cl|Acqua|1|Patata|1|Pomodoro Grande|1/4|Finocchio|2 Foglie|Basilico|1 Cucchiaino|Olio D'oliva Extra-vergine|1 Pizzico|Sale
Minestrina Di Spinaci,Alcune Foglie|Spinaci Freschi|1|Patata|1 Cucchiaio|Maizena|1 Pizzico|Sale|1 Cucchiaino|Olio D'oliva Extra-vergine
Minestrina Fretta E Furia,1 Tazza|Brodo|1|Uovo|1 Cucchiaio|Formaggio Parmigiano Grattugiato|1 Cucchiaio|Pangrattato
Minestrina In Brodo Con Pasta All'uovo,200 G|Farina|2|Uova|1|Cipolla Bianca Grande||Formaggio Pecorino Semi-stagionato|100 Cl|Brodo||Noce Moscata||Olio D'oliva||Sale||Pepe
